id,word,condition,preference,item,felicitous,mono
099347,algunos,44,1,item_6,felicitous,mono
099347,algunos,44,1,item_7,felicitous,mono
099347,algunos,44,0,item_8,felicitous,mono
099347,algunos,44,0,item_9,felicitous,mono
099347,algunos,44,0,item_10,felicitous,mono
099347,algunos,34,1,item_1,infelicitous,mono
099347,algunos,34,1,item_2,infelicitous,mono
099347,algunos,34,1,item_3,infelicitous,mono
099347,algunos,34,1,item_4,infelicitous,mono
099347,algunos,34,1,item_5,infelicitous,mono
099347,algunos,34,1,item_6,infelicitous,mono
099347,algunos,34,1,item_7,infelicitous,mono
099347,algunos,34,1,item_8,infelicitous,mono
099347,algunos,34,1,item_9,infelicitous,mono
099347,algunos,34,0,item_10,infelicitous,mono
099347,unos,44,1,item_1,felicitous,mono
099347,unos,44,1,item_2,felicitous,mono
099347,unos,44,1,item_3,felicitous,mono
099347,unos,44,1,item_4,felicitous,mono
099347,unos,44,1,item_5,felicitous,mono
099347,unos,44,1,item_6,felicitous,mono
099347,unos,44,1,item_7,felicitous,mono
099347,unos,44,1,item_8,felicitous,mono
099347,unos,44,0,item_9,felicitous,mono
099347,unos,44,0,item_10,felicitous,mono
099347,unos,34,1,item_1,infelicitous,mono
099347,unos,34,1,item_2,infelicitous,mono
099347,unos,34,1,item_3,infelicitous,mono
099347,unos,34,1,item_4,infelicitous,mono
099347,unos,34,1,item_5,infelicitous,mono
099347,unos,34,1,item_6,infelicitous,mono
099347,unos,34,1,item_7,infelicitous,mono
099347,unos,34,1,item_8,infelicitous,mono
099347,unos,34,0,item_9,infelicitous,mono
099347,unos,34,0,item_10,infelicitous,mono
099032,algunos,44,1,item_1,felicitous,mono
099032,algunos,44,1,item_2,felicitous,mono
099032,algunos,44,1,item_3,felicitous,mono
099032,algunos,44,1,item_4,felicitous,mono
099032,algunos,44,1,item_5,felicitous,mono
099032,algunos,44,1,item_6,felicitous,mono
099032,algunos,44,1,item_7,felicitous,mono
099032,algunos,44,0,item_8,felicitous,mono
099032,algunos,44,0,item_9,felicitous,mono
099032,algunos,44,0,item_10,felicitous,mono
099032,algunos,34,1,item_1,infelicitous,mono
099032,algunos,34,1,item_2,infelicitous,mono
099032,algunos,34,1,item_3,infelicitous,mono
099032,algunos,34,1,item_4,infelicitous,mono
099032,algunos,34,1,item_5,infelicitous,mono
099032,algunos,34,1,item_6,infelicitous,mono
099032,algunos,34,1,item_7,infelicitous,mono
099032,algunos,34,1,item_8,infelicitous,mono
099032,algunos,34,1,item_9,infelicitous,mono
099032,algunos,34,0,item_10,infelicitous,mono
099032,unos,44,1,item_1,felicitous,mono
099032,unos,44,1,item_2,felicitous,mono
099032,unos,44,1,item_3,felicitous,mono
099032,unos,44,1,item_4,felicitous,mono
099032,unos,44,1,item_5,felicitous,mono
099032,unos,44,1,item_6,felicitous,mono
099032,unos,44,1,item_7,felicitous,mono
099032,unos,44,1,item_8,felicitous,mono
099032,unos,44,1,item_9,felicitous,mono
099032,unos,44,0,item_10,felicitous,mono
099032,unos,34,1,item_1,infelicitous,mono
099032,unos,34,1,item_2,infelicitous,mono
099032,unos,34,1,item_3,infelicitous,mono
099032,unos,34,1,item_4,infelicitous,mono
099032,unos,34,1,item_5,infelicitous,mono
099032,unos,34,1,item_6,infelicitous,mono
099032,unos,34,1,item_7,infelicitous,mono
099032,unos,34,1,item_8,infelicitous,mono
099032,unos,34,0,item_9,infelicitous,mono
099032,unos,34,0,item_10,infelicitous,mono
094277,algunos,44,1,item_1,felicitous,mono
094277,algunos,44,1,item_2,felicitous,mono
094277,algunos,44,1,item_3,felicitous,mono
094277,algunos,44,1,item_4,felicitous,mono
094277,algunos,44,1,item_5,felicitous,mono
094277,algunos,44,1,item_6,felicitous,mono
094277,algunos,44,1,item_7,felicitous,mono
094277,algunos,44,0,item_8,felicitous,mono
094277,algunos,44,0,item_9,felicitous,mono
094277,algunos,44,0,item_10,felicitous,mono
094277,algunos,34,1,item_1,infelicitous,mono
094277,algunos,34,1,item_2,infelicitous,mono
094277,algunos,34,1,item_3,infelicitous,mono
094277,algunos,34,1,item_4,infelicitous,mono
094277,algunos,34,1,item_5,infelicitous,mono
094277,algunos,34,1,item_6,infelicitous,mono
094277,algunos,34,1,item_7,infelicitous,mono
094277,algunos,34,1,item_8,infelicitous,mono
094277,algunos,34,1,item_9,infelicitous,mono
094277,algunos,34,0,item_10,infelicitous,mono
094277,unos,44,1,item_1,felicitous,mono
094277,unos,44,1,item_2,felicitous,mono
094277,unos,44,1,item_3,felicitous,mono
094277,unos,44,1,item_4,felicitous,mono
094277,unos,44,1,item_5,felicitous,mono
094277,unos,44,1,item_6,felicitous,mono
094277,unos,44,1,item_7,felicitous,mono
094277,unos,44,1,item_8,felicitous,mono
094277,unos,44,1,item_9,felicitous,mono
094277,unos,44,0,item_10,felicitous,mono
094277,unos,34,1,item_1,infelicitous,mono
094277,unos,34,1,item_2,infelicitous,mono
094277,unos,34,1,item_3,infelicitous,mono
094277,unos,34,1,item_4,infelicitous,mono
094277,unos,34,1,item_5,infelicitous,mono
094277,unos,34,1,item_6,infelicitous,mono
094277,unos,34,1,item_7,infelicitous,mono
094277,unos,34,1,item_8,infelicitous,mono
094277,unos,34,0,item_9,infelicitous,mono
094277,unos,34,0,item_10,infelicitous,mono
093966,algunos,44,1,item_1,felicitous,mono
093966,algunos,44,1,item_2,felicitous,mono
093966,algunos,44,1,item_3,felicitous,mono
093966,algunos,44,1,item_4,felicitous,mono
093966,algunos,44,1,item_5,felicitous,mono
093966,algunos,44,1,item_6,felicitous,mono
093966,algunos,44,1,item_7,felicitous,mono
093966,algunos,44,0,item_8,felicitous,mono
093966,algunos,44,0,item_9,felicitous,mono
093966,algunos,44,0,item_10,felicitous,mono
093966,algunos,34,1,item_1,infelicitous,mono
093966,algunos,34,1,item_2,infelicitous,mono
093966,algunos,34,1,item_3,infelicitous,mono
093966,algunos,34,1,item_4,infelicitous,mono
093966,algunos,34,1,item_5,infelicitous,mono
093966,algunos,34,1,item_6,infelicitous,mono
093966,algunos,34,1,item_7,infelicitous,mono
093966,algunos,34,1,item_8,infelicitous,mono
093966,algunos,34,1,item_9,infelicitous,mono
093966,algunos,34,0,item_10,infelicitous,mono
093966,unos,44,1,item_1,felicitous,mono
093966,unos,44,1,item_2,felicitous,mono
093966,unos,44,1,item_3,felicitous,mono
093966,unos,44,1,item_4,felicitous,mono
093966,unos,44,1,item_5,felicitous,mono
093966,unos,44,1,item_6,felicitous,mono
093966,unos,44,1,item_7,felicitous,mono
093966,unos,44,1,item_8,felicitous,mono
093966,unos,44,1,item_9,felicitous,mono
093966,unos,44,0,item_10,felicitous,mono
093966,unos,34,1,item_1,infelicitous,mono
093966,unos,34,1,item_2,infelicitous,mono
093966,unos,34,1,item_3,infelicitous,mono
093966,unos,34,1,item_4,infelicitous,mono
093966,unos,34,1,item_5,infelicitous,mono
093966,unos,34,1,item_6,infelicitous,mono
093966,unos,34,1,item_7,infelicitous,mono
093966,unos,34,1,item_8,infelicitous,mono
093966,unos,34,0,item_9,infelicitous,mono
093966,unos,34,0,item_10,infelicitous,mono
097159,algunos,44,1,item_1,felicitous,mono
097159,algunos,44,1,item_2,felicitous,mono
097159,algunos,44,1,item_3,felicitous,mono
097159,algunos,44,1,item_4,felicitous,mono
097159,algunos,44,1,item_5,felicitous,mono
097159,algunos,44,1,item_6,felicitous,mono
097159,algunos,44,1,item_7,felicitous,mono
097159,algunos,44,0,item_8,felicitous,mono
097159,algunos,44,0,item_9,felicitous,mono
097159,algunos,44,0,item_10,felicitous,mono
097159,algunos,34,1,item_1,infelicitous,mono
097159,algunos,34,1,item_2,infelicitous,mono
097159,algunos,34,1,item_3,infelicitous,mono
097159,algunos,34,1,item_4,infelicitous,mono
097159,algunos,34,1,item_5,infelicitous,mono
097159,algunos,34,1,item_6,infelicitous,mono
097159,algunos,34,1,item_7,infelicitous,mono
097159,algunos,34,1,item_8,infelicitous,mono
097159,algunos,34,1,item_9,infelicitous,mono
097159,algunos,34,0,item_10,infelicitous,mono
097159,unos,44,1,item_1,felicitous,mono
097159,unos,44,1,item_2,felicitous,mono
097159,unos,44,1,item_3,felicitous,mono
097159,unos,44,1,item_4,felicitous,mono
097159,unos,44,1,item_5,felicitous,mono
097159,unos,44,1,item_6,felicitous,mono
097159,unos,44,1,item_7,felicitous,mono
097159,unos,44,1,item_8,felicitous,mono
097159,unos,44,0,item_9,felicitous,mono
097159,unos,44,0,item_10,felicitous,mono
097159,unos,34,1,item_1,infelicitous,mono
097159,unos,34,1,item_2,infelicitous,mono
097159,unos,34,1,item_3,infelicitous,mono
097159,unos,34,1,item_4,infelicitous,mono
097159,unos,34,1,item_5,infelicitous,mono
097159,unos,34,1,item_6,infelicitous,mono
097159,unos,34,1,item_7,infelicitous,mono
097159,unos,34,1,item_8,infelicitous,mono
097159,unos,34,0,item_9,infelicitous,mono
097159,unos,34,0,item_10,infelicitous,mono
099130,algunos,44,1,item_1,felicitous,mono
099130,algunos,44,1,item_2,felicitous,mono
099130,algunos,44,1,item_3,felicitous,mono
099130,algunos,44,1,item_4,felicitous,mono
099130,algunos,44,1,item_5,felicitous,mono
099130,algunos,44,1,item_6,felicitous,mono
099130,algunos,44,1,item_7,felicitous,mono
099130,algunos,44,0,item_8,felicitous,mono
099130,algunos,44,0,item_9,felicitous,mono
099130,algunos,44,0,item_10,felicitous,mono
099130,algunos,34,1,item_1,infelicitous,mono
099130,algunos,34,1,item_2,infelicitous,mono
099130,algunos,34,1,item_3,infelicitous,mono
099130,algunos,34,1,item_4,infelicitous,mono
099130,algunos,34,1,item_5,infelicitous,mono
099130,algunos,34,1,item_6,infelicitous,mono
099130,algunos,34,1,item_7,infelicitous,mono
099130,algunos,34,1,item_8,infelicitous,mono
099130,algunos,34,1,item_9,infelicitous,mono
099130,algunos,34,0,item_10,infelicitous,mono
099130,unos,44,1,item_1,felicitous,mono
099130,unos,44,1,item_2,felicitous,mono
099130,unos,44,1,item_3,felicitous,mono
099130,unos,44,1,item_4,felicitous,mono
099130,unos,44,1,item_5,felicitous,mono
099130,unos,44,1,item_6,felicitous,mono
099130,unos,44,1,item_7,felicitous,mono
099130,unos,44,1,item_8,felicitous,mono
099130,unos,44,1,item_9,felicitous,mono
099130,unos,44,0,item_10,felicitous,mono
099130,unos,34,1,item_1,infelicitous,mono
099130,unos,34,1,item_2,infelicitous,mono
099130,unos,34,1,item_3,infelicitous,mono
099130,unos,34,1,item_4,infelicitous,mono
099130,unos,34,1,item_5,infelicitous,mono
099130,unos,34,1,item_6,infelicitous,mono
099130,unos,34,1,item_7,infelicitous,mono
099130,unos,34,1,item_8,infelicitous,mono
099130,unos,34,1,item_9,infelicitous,mono
099130,unos,34,0,item_10,infelicitous,mono
097929,algunos,44,1,item_1,felicitous,mono
097929,algunos,44,1,item_2,felicitous,mono
097929,algunos,44,1,item_3,felicitous,mono
097929,algunos,44,1,item_4,felicitous,mono
097929,algunos,44,1,item_5,felicitous,mono
097929,algunos,44,1,item_6,felicitous,mono
097929,algunos,44,1,item_7,felicitous,mono
097929,algunos,44,1,item_8,felicitous,mono
097929,algunos,44,0,item_9,felicitous,mono
097929,algunos,44,0,item_10,felicitous,mono
097929,algunos,34,1,item_1,infelicitous,mono
097929,algunos,34,1,item_2,infelicitous,mono
097929,algunos,34,1,item_3,infelicitous,mono
097929,algunos,34,1,item_4,infelicitous,mono
097929,algunos,34,1,item_5,infelicitous,mono
097929,algunos,34,1,item_6,infelicitous,mono
097929,algunos,34,1,item_7,infelicitous,mono
097929,algunos,34,1,item_8,infelicitous,mono
097929,algunos,34,1,item_9,infelicitous,mono
097929,algunos,34,0,item_10,infelicitous,mono
097929,unos,44,1,item_1,felicitous,mono
097929,unos,44,1,item_2,felicitous,mono
097929,unos,44,1,item_3,felicitous,mono
097929,unos,44,1,item_4,felicitous,mono
097929,unos,44,1,item_5,felicitous,mono
097929,unos,44,1,item_6,felicitous,mono
097929,unos,44,1,item_7,felicitous,mono
097929,unos,44,1,item_8,felicitous,mono
097929,unos,44,1,item_9,felicitous,mono
097929,unos,44,0,item_10,felicitous,mono
097929,unos,34,1,item_1,infelicitous,mono
097929,unos,34,1,item_2,infelicitous,mono
097929,unos,34,1,item_3,infelicitous,mono
097929,unos,34,1,item_4,infelicitous,mono
097929,unos,34,1,item_5,infelicitous,mono
097929,unos,34,1,item_6,infelicitous,mono
097929,unos,34,1,item_7,infelicitous,mono
097929,unos,34,1,item_8,infelicitous,mono
097929,unos,34,1,item_9,infelicitous,mono
097929,unos,34,0,item_10,infelicitous,mono
092644,algunos,44,1,item_1,felicitous,mono
092644,algunos,44,1,item_2,felicitous,mono
092644,algunos,44,1,item_3,felicitous,mono
092644,algunos,44,1,item_4,felicitous,mono
092644,algunos,44,1,item_5,felicitous,mono
092644,algunos,44,1,item_6,felicitous,mono
092644,algunos,44,1,item_7,felicitous,mono
092644,algunos,44,0,item_8,felicitous,mono
092644,algunos,44,0,item_9,felicitous,mono
092644,algunos,44,0,item_10,felicitous,mono
092644,algunos,34,1,item_1,infelicitous,mono
092644,algunos,34,1,item_2,infelicitous,mono
092644,algunos,34,1,item_3,infelicitous,mono
092644,algunos,34,1,item_4,infelicitous,mono
092644,algunos,34,1,item_5,infelicitous,mono
092644,algunos,34,1,item_6,infelicitous,mono
092644,algunos,34,1,item_7,infelicitous,mono
092644,algunos,34,1,item_8,infelicitous,mono
092644,algunos,34,1,item_9,infelicitous,mono
092644,algunos,34,0,item_10,infelicitous,mono
092644,unos,44,1,item_1,felicitous,mono
092644,unos,44,1,item_2,felicitous,mono
092644,unos,44,1,item_3,felicitous,mono
092644,unos,44,1,item_4,felicitous,mono
092644,unos,44,1,item_5,felicitous,mono
092644,unos,44,1,item_6,felicitous,mono
092644,unos,44,1,item_7,felicitous,mono
092644,unos,44,1,item_8,felicitous,mono
092644,unos,44,0,item_9,felicitous,mono
092644,unos,44,0,item_10,felicitous,mono
092644,unos,34,1,item_1,infelicitous,mono
092644,unos,34,1,item_2,infelicitous,mono
092644,unos,34,1,item_3,infelicitous,mono
092644,unos,34,1,item_4,infelicitous,mono
092644,unos,34,1,item_5,infelicitous,mono
092644,unos,34,1,item_6,infelicitous,mono
092644,unos,34,1,item_7,infelicitous,mono
092644,unos,34,1,item_8,infelicitous,mono
092644,unos,34,0,item_9,infelicitous,mono
092644,unos,34,0,item_10,infelicitous,mono
096205,algunos,44,1,item_1,felicitous,mono
096205,algunos,44,1,item_2,felicitous,mono
096205,algunos,44,1,item_3,felicitous,mono
096205,algunos,44,1,item_4,felicitous,mono
096205,algunos,44,1,item_5,felicitous,mono
096205,algunos,44,1,item_6,felicitous,mono
096205,algunos,44,0,item_7,felicitous,mono
096205,algunos,44,0,item_8,felicitous,mono
096205,algunos,44,0,item_9,felicitous,mono
096205,algunos,44,0,item_10,felicitous,mono
096205,algunos,34,1,item_1,infelicitous,mono
096205,algunos,34,1,item_2,infelicitous,mono
096205,algunos,34,1,item_3,infelicitous,mono
096205,algunos,34,1,item_4,infelicitous,mono
096205,algunos,34,1,item_5,infelicitous,mono
096205,algunos,34,1,item_6,infelicitous,mono
096205,algunos,34,1,item_7,infelicitous,mono
096205,algunos,34,1,item_8,infelicitous,mono
096205,algunos,34,1,item_9,infelicitous,mono
096205,algunos,34,0,item_10,infelicitous,mono
096205,unos,44,1,item_1,felicitous,mono
096205,unos,44,1,item_2,felicitous,mono
096205,unos,44,1,item_3,felicitous,mono
096205,unos,44,1,item_4,felicitous,mono
096205,unos,44,1,item_5,felicitous,mono
096205,unos,44,1,item_6,felicitous,mono
096205,unos,44,1,item_7,felicitous,mono
096205,unos,44,1,item_8,felicitous,mono
096205,unos,44,1,item_9,felicitous,mono
096205,unos,44,0,item_10,felicitous,mono
096205,unos,34,1,item_1,infelicitous,mono
096205,unos,34,1,item_2,infelicitous,mono
096205,unos,34,1,item_3,infelicitous,mono
096205,unos,34,1,item_4,infelicitous,mono
096205,unos,34,1,item_5,infelicitous,mono
096205,unos,34,1,item_6,infelicitous,mono
096205,unos,34,1,item_7,infelicitous,mono
096205,unos,34,1,item_8,infelicitous,mono
096205,unos,34,1,item_9,infelicitous,mono
096205,unos,34,0,item_10,infelicitous,mono
094721,algunos,44,1,item_1,felicitous,mono
094721,algunos,44,1,item_2,felicitous,mono
094721,algunos,44,1,item_3,felicitous,mono
094721,algunos,44,1,item_4,felicitous,mono
094721,algunos,44,1,item_5,felicitous,mono
094721,algunos,44,1,item_6,felicitous,mono
094721,algunos,44,1,item_7,felicitous,mono
094721,algunos,44,0,item_8,felicitous,mono
094721,algunos,44,0,item_9,felicitous,mono
094721,algunos,44,0,item_10,felicitous,mono
094721,algunos,34,1,item_1,infelicitous,mono
094721,algunos,34,1,item_2,infelicitous,mono
094721,algunos,34,1,item_3,infelicitous,mono
094721,algunos,34,1,item_4,infelicitous,mono
094721,algunos,34,1,item_5,infelicitous,mono
094721,algunos,34,1,item_6,infelicitous,mono
094721,algunos,34,1,item_7,infelicitous,mono
094721,algunos,34,1,item_8,infelicitous,mono
094721,algunos,34,1,item_9,infelicitous,mono
094721,algunos,34,0,item_10,infelicitous,mono
094721,unos,44,1,item_1,felicitous,mono
094721,unos,44,1,item_2,felicitous,mono
094721,unos,44,1,item_3,felicitous,mono
094721,unos,44,1,item_4,felicitous,mono
094721,unos,44,1,item_5,felicitous,mono
094721,unos,44,1,item_6,felicitous,mono
094721,unos,44,1,item_7,felicitous,mono
094721,unos,44,1,item_8,felicitous,mono
094721,unos,44,0,item_9,felicitous,mono
094721,unos,44,0,item_10,felicitous,mono
094721,unos,34,1,item_1,infelicitous,mono
094721,unos,34,1,item_2,infelicitous,mono
094721,unos,34,1,item_3,infelicitous,mono
094721,unos,34,1,item_4,infelicitous,mono
094721,unos,34,1,item_5,infelicitous,mono
094721,unos,34,1,item_6,infelicitous,mono
094721,unos,34,1,item_7,infelicitous,mono
094721,unos,34,1,item_8,infelicitous,mono
094721,unos,34,0,item_9,infelicitous,mono
094721,unos,34,0,item_10,infelicitous,mono
094912,algunos,44,1,item_1,felicitous,mono
094912,algunos,44,1,item_2,felicitous,mono
094912,algunos,44,1,item_3,felicitous,mono
094912,algunos,44,1,item_4,felicitous,mono
094912,algunos,44,1,item_5,felicitous,mono
094912,algunos,44,1,item_6,felicitous,mono
094912,algunos,44,0,item_7,felicitous,mono
094912,algunos,44,0,item_8,felicitous,mono
094912,algunos,44,0,item_9,felicitous,mono
094912,algunos,44,0,item_10,felicitous,mono
094912,algunos,34,1,item_1,infelicitous,mono
094912,algunos,34,1,item_2,infelicitous,mono
094912,algunos,34,1,item_3,infelicitous,mono
094912,algunos,34,1,item_4,infelicitous,mono
094912,algunos,34,1,item_5,infelicitous,mono
094912,algunos,34,1,item_6,infelicitous,mono
094912,algunos,34,1,item_7,infelicitous,mono
094912,algunos,34,1,item_8,infelicitous,mono
094912,algunos,34,1,item_9,infelicitous,mono
094912,algunos,34,0,item_10,infelicitous,mono
094912,unos,44,1,item_1,felicitous,mono
094912,unos,44,1,item_2,felicitous,mono
094912,unos,44,1,item_3,felicitous,mono
094912,unos,44,1,item_4,felicitous,mono
094912,unos,44,1,item_5,felicitous,mono
094912,unos,44,1,item_6,felicitous,mono
094912,unos,44,1,item_7,felicitous,mono
094912,unos,44,1,item_8,felicitous,mono
094912,unos,44,0,item_9,felicitous,mono
094912,unos,44,0,item_10,felicitous,mono
094912,unos,34,1,item_1,infelicitous,mono
094912,unos,34,1,item_2,infelicitous,mono
094912,unos,34,1,item_3,infelicitous,mono
094912,unos,34,1,item_4,infelicitous,mono
094912,unos,34,1,item_5,infelicitous,mono
094912,unos,34,1,item_6,infelicitous,mono
094912,unos,34,1,item_7,infelicitous,mono
094912,unos,34,1,item_8,infelicitous,mono
094912,unos,34,0,item_9,infelicitous,mono
094912,unos,34,0,item_10,infelicitous,mono
095736,algunos,44,1,item_1,felicitous,mono
095736,algunos,44,1,item_2,felicitous,mono
095736,algunos,44,1,item_3,felicitous,mono
095736,algunos,44,1,item_4,felicitous,mono
095736,algunos,44,1,item_5,felicitous,mono
095736,algunos,44,1,item_6,felicitous,mono
095736,algunos,44,1,item_7,felicitous,mono
095736,algunos,44,0,item_8,felicitous,mono
095736,algunos,44,0,item_9,felicitous,mono
095736,algunos,44,0,item_10,felicitous,mono
095736,algunos,34,1,item_1,infelicitous,mono
095736,algunos,34,1,item_2,infelicitous,mono
095736,algunos,34,1,item_3,infelicitous,mono
095736,algunos,34,1,item_4,infelicitous,mono
095736,algunos,34,1,item_5,infelicitous,mono
095736,algunos,34,1,item_6,infelicitous,mono
095736,algunos,34,1,item_7,infelicitous,mono
095736,algunos,34,1,item_8,infelicitous,mono
095736,algunos,34,1,item_9,infelicitous,mono
095736,algunos,34,0,item_10,infelicitous,mono
095736,unos,44,1,item_1,felicitous,mono
095736,unos,44,1,item_2,felicitous,mono
095736,unos,44,1,item_3,felicitous,mono
095736,unos,44,1,item_4,felicitous,mono
095736,unos,44,1,item_5,felicitous,mono
095736,unos,44,1,item_6,felicitous,mono
095736,unos,44,1,item_7,felicitous,mono
095736,unos,44,1,item_8,felicitous,mono
095736,unos,44,1,item_9,felicitous,mono
095736,unos,44,0,item_10,felicitous,mono
095736,unos,34,1,item_1,infelicitous,mono
095736,unos,34,1,item_2,infelicitous,mono
095736,unos,34,1,item_3,infelicitous,mono
095736,unos,34,1,item_4,infelicitous,mono
095736,unos,34,1,item_5,infelicitous,mono
095736,unos,34,1,item_6,infelicitous,mono
095736,unos,34,1,item_7,infelicitous,mono
095736,unos,34,1,item_8,infelicitous,mono
095736,unos,34,1,item_9,infelicitous,mono
095736,unos,34,0,item_10,infelicitous,mono
096314,algunos,44,1,item_1,felicitous,mono
096314,algunos,44,1,item_2,felicitous,mono
096314,algunos,44,1,item_3,felicitous,mono
096314,algunos,44,1,item_4,felicitous,mono
096314,algunos,44,1,item_5,felicitous,mono
096314,algunos,44,1,item_6,felicitous,mono
096314,algunos,44,1,item_7,felicitous,mono
096314,algunos,44,0,item_8,felicitous,mono
096314,algunos,44,0,item_9,felicitous,mono
096314,algunos,44,0,item_10,felicitous,mono
096314,algunos,34,1,item_1,infelicitous,mono
096314,algunos,34,1,item_2,infelicitous,mono
096314,algunos,34,1,item_3,infelicitous,mono
096314,algunos,34,1,item_4,infelicitous,mono
096314,algunos,34,1,item_5,infelicitous,mono
096314,algunos,34,1,item_6,infelicitous,mono
096314,algunos,34,1,item_7,infelicitous,mono
096314,algunos,34,1,item_8,infelicitous,mono
096314,algunos,34,1,item_9,infelicitous,mono
096314,algunos,34,1,item_10,infelicitous,mono
096314,unos,44,1,item_1,felicitous,mono
096314,unos,44,1,item_2,felicitous,mono
096314,unos,44,1,item_3,felicitous,mono
096314,unos,44,1,item_4,felicitous,mono
096314,unos,44,1,item_5,felicitous,mono
096314,unos,44,1,item_6,felicitous,mono
096314,unos,44,1,item_7,felicitous,mono
096314,unos,44,1,item_8,felicitous,mono
096314,unos,44,1,item_9,felicitous,mono
096314,unos,44,0,item_10,felicitous,mono
096314,unos,34,1,item_1,infelicitous,mono
096314,unos,34,1,item_2,infelicitous,mono
096314,unos,34,1,item_3,infelicitous,mono
096314,unos,34,1,item_4,infelicitous,mono
096314,unos,34,1,item_5,infelicitous,mono
096314,unos,34,1,item_6,infelicitous,mono
096314,unos,34,1,item_7,infelicitous,mono
096314,unos,34,1,item_8,infelicitous,mono
096314,unos,34,0,item_9,infelicitous,mono
096314,unos,34,0,item_10,infelicitous,mono
092036,algunos,44,1,item_1,felicitous,mono
092036,algunos,44,1,item_2,felicitous,mono
092036,algunos,44,1,item_3,felicitous,mono
092036,algunos,44,1,item_4,felicitous,mono
092036,algunos,44,1,item_5,felicitous,mono
092036,algunos,44,1,item_6,felicitous,mono
092036,algunos,44,1,item_7,felicitous,mono
092036,algunos,44,0,item_8,felicitous,mono
092036,algunos,44,0,item_9,felicitous,mono
092036,algunos,44,0,item_10,felicitous,mono
092036,algunos,34,1,item_1,infelicitous,mono
092036,algunos,34,1,item_2,infelicitous,mono
092036,algunos,34,1,item_3,infelicitous,mono
092036,algunos,34,1,item_4,infelicitous,mono
092036,algunos,34,1,item_5,infelicitous,mono
092036,algunos,34,1,item_6,infelicitous,mono
092036,algunos,34,1,item_7,infelicitous,mono
092036,algunos,34,1,item_8,infelicitous,mono
092036,algunos,34,1,item_9,infelicitous,mono
092036,algunos,34,0,item_10,infelicitous,mono
092036,unos,44,1,item_1,felicitous,mono
092036,unos,44,1,item_2,felicitous,mono
092036,unos,44,1,item_3,felicitous,mono
092036,unos,44,1,item_4,felicitous,mono
092036,unos,44,1,item_5,felicitous,mono
092036,unos,44,1,item_6,felicitous,mono
092036,unos,44,1,item_7,felicitous,mono
092036,unos,44,1,item_8,felicitous,mono
092036,unos,44,1,item_9,felicitous,mono
092036,unos,44,0,item_10,felicitous,mono
092036,unos,34,1,item_1,infelicitous,mono
092036,unos,34,1,item_2,infelicitous,mono
092036,unos,34,1,item_3,infelicitous,mono
092036,unos,34,1,item_4,infelicitous,mono
092036,unos,34,1,item_5,infelicitous,mono
092036,unos,34,1,item_6,infelicitous,mono
092036,unos,34,1,item_7,infelicitous,mono
092036,unos,34,1,item_8,infelicitous,mono
092036,unos,34,0,item_9,infelicitous,mono
092036,unos,34,0,item_10,infelicitous,mono
098678,algunos,44,1,item_1,felicitous,mono
098678,algunos,44,1,item_2,felicitous,mono
098678,algunos,44,1,item_3,felicitous,mono
098678,algunos,44,1,item_4,felicitous,mono
098678,algunos,44,1,item_5,felicitous,mono
098678,algunos,44,1,item_6,felicitous,mono
